"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in eBay US","Recommended in Walmart US","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Amazon US Total Sales (CAD)","Amazon US Estimated Unit Sales Per Month","Amazon US Price (CAD)","Amazon US Buy Box Price (CAD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (CAD)","Amazon US Market fee (CAD)","Amazon US FBA fee (CAD)","Amazon US Tax (CAD)","Amazon US Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (CAD)","eBay US Estimated Unit Sales Per Month","eBay US Price (CAD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (CAD)","eBay US Market fee (CAD)","eBay US PayPal fee (CAD)","eBay US Tax (CAD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Walmart US Total Sales (CAD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (CAD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US % Profit","Walmart US Profit (CAD)","Walmart US Market fee (CAD)","Walmart US Tax (CAD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"14381289428","true","1.0","US","Could not identify the product from a valid resource","Gotta Serve Somebody - Gospel Songs of Bob Dylan(DVD, 2006) New/Sealed Free Ship","Gotta Serve Somebody - Gospel Songs of Bob Dylan(DVD, 2006) New/Sealed Free Ship. You are buying us as is no returns USA shipping only","[14381289428;014381289428]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","115385236191",,,"0.0","0","21.78","rick1993","https://www.ebay.com/itm/Gotta-Serve-Somebody-Gospel-Songs-Bob-Dylan-DVD-2006-New-Sealed-Free-Ship-/115385236191","UNAVAILABLE","91.0","91.0","19.76","0.00","1.01","0.00",,"true","ID","14575243",,,"0.0","0","22.61",,,"https://www.walmart.com/ip/14575243","UNAVAILABLE","81.0","81.0","18.22","3.39","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/UQIAAOSw0Stigbga/$_12.JPG?set_id=880000500F"
"65935149170","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"887961665321","true","1.0","US","AID57JK71001","Barbie Doll and Vehicle",,"[887961665321]","[0887961665321;5057373772237]","B07BJSF9QL",,"false","false","false",,"true","ID","B07BJSF9QL","USPS","9.39","1183.3","5","304.04",,"AR913EZJR6MLO","the_book_community","304.04","false","false","No","false","https://www.amazon.com/dp/B07BJSF9QL?th=1&psc=1","LOW","81.0","Toy","132725","Cars","25","1","81.0","245.37","45.61","17.70","0.00",,"true","keywords","143854158105","USPS","9.39","0.0","0","206.64",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=143854158105","LOW","82.0","82.0","168.60","18.60","6.37","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,"Barbie","FVR07","Multicolor","3.94","13.39","4.72","2.00","10.16","9.09","17.76","3.33","OFFICIAL","One Size","FVR07","2021-07-22","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Mattel","[{""languageName"":""multilingual"",""type"":""Published""},{""languageName"":""spanish"",""type"":""Original Language""},{""languageName"":""multilingual"",""type"":""Unknown""}]","Data could not be retrieved","{""value"":36.0,""unitType"":""months""}","[""Polyester""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","https://m.media-amazon.com/images/I/41vGjVti34L._SL500_.jpg"
"667068416220","true","1.0","US","AIDYZYI02001","Amistad",,"[000783231202;667068416220]","[0000783231202;0667068416220;9780783231204]","0783231202",,"true","true","false","true","true","ID","0783231202","USPS","3.37","2893.18","362","10.26","10.26","ATVPDKIKX0DER","Amazon.com","10.26","true","true","Yes","true","https://www.amazon.com/dp/0783231202","MEDIUM","33.0","Dvd","11576","Dvd","11576","31","33.0","3.39","1.54","3.94","0.00","Cross channel competition","true","keywords","185472315384","USPS","3.37","7.56","1","5.07",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185472315384","MEDIUM","-25.0","-25.0","-1.25","0.46","0.53","0.00","Listing identified using keywords","true","ID","186256167","USPS","3.37","537.88","76","8.98",,,"https://www.walmart.com/ip/186256167","MEDIUM","26.0","26.0","2.30","1.35","0.00","Cross channel competition","Dreamworks Skg","MFR667068416220#VG",,"5.38","0.6","7.5","0.13","5.35","0.63","7.48","0.18","OFFICIAL",,"MFR667068416220#VG","1999-05-04","[""Djimon Hounsou"",""Matthew McConaughey"",""Anthony Hopkins"",""Morgan Freeman"",""Nigel Hawthorne"",""David Paymer"",""Pete Postlethwaite"",""Stellan Skarsgård"",""Razaaq Adoti"",""Abu Bakaar Fofanah""]","Data could not be retrieved","1.85:1","R (Restricted)","Data could not be retrieved","[{""name"":""Bob Cooper"",""role"":""Producer""},{""name"":""Bonnie Curtis"",""role"":""Producer""},{""name"":""Colin Wilson"",""role"":""Producer""},{""name"":""Debbie Allen"",""role"":""Producer""},{""name"":""Laurie MacDonald"",""role"":""Producer""},{""name"":""Paul Deason"",""role"":""Producer""},{""name"":""David Franzoni"",""role"":""Writer""}]","[""Steven Spielberg""]","Data could not be retrieved","DVD Video","Data could not be retrieved","[""Multiple Formats"",""Anamorphic"",""Closed-captioned"",""Color"",""Dolby"",""NTSC"",""Widescreen""]","Documentary/Biography","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Dreamworks Video","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Dubbed""},{""languageName"":""spanish"",""type"":""Dubbed""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2015-02-24","Dreamworks Video","{""value"":155,""unitType"":""minutes""}","Data could not be retrieved","Dreamworks Video","1997-12-10","https://m.media-amazon.com/images/I/51tI6cN6IcL._SL500_.jpg"
"786936199000","true","1.0","US","AIDY93VOC001","Sorority Boys","Sorority Boys","[786936199000]","[0786936199000]","B00006D2AW",,"false","false","false",,"true","ID","B00006D2AW","USPS","3.37",,,,,,,,,,,,"https://www.amazon.com/dp/B00006D2AW","UNAVAILABLE",,"Movies",,,,,,,,,,"Out of Stock listing","true","keywords","264990394192","USPS","3.37","13.96","3","5.36",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=264990394192","UNAVAILABLE","-19.0","-19.0","-1.00","0.49","0.54","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2002-10-15","[""Harland Williams"",""Heather Matarazzo"",""Barry Watson"",""Michael Rosenbaum"",""Kathryn Stockwood"",""Melissa Sagemiller"",""Omar Benson Miller"",""Tony Denman"",""Nikki Martin"",""Brad Beyer""]","Data could not be retrieved","Data could not be retrieved","R (Restricted)","Data could not be retrieved","[{""name"":""Greg Collidge"",""role"":""Writer""},{""name"":""Joe Jarvis"",""role"":""Writer""}]","[""Wally Wolodarsky""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""NTSC""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Touchstone Home Entertainment","[{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Touchstone Home Entertainment","{""value"":93,""unitType"":""minutes""}","Data could not be retrieved","Touchstone Home Entertainment","Data could not be retrieved","https://m.media-amazon.com/images/I/5151vpysZqL.jpg"
"628916889870","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65935209638","true","1.0","US","Could not identify the product from a valid resource","Sin City (2005) (DVD, 2009, Canadian)","Great condition. Ships usps media mail.","[65935209638;065935209638]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","154866112737","USPS","4.34","90.31","45","2.57","lori-cothran","https://www.ebay.com/itm/Sin-City-2005-DVD-2009-Canadian-/154866112737","UNAVAILABLE","-174.0","-174.0","-4.47","0.00","0.46","0.00",,"true","ID","175122918","USPS","4.34","0.0","0","14.12",,,"https://www.walmart.com/ip/175122918","UNAVAILABLE","38.0","38.0","5.42","2.12","0.00",,,,,,,,,"4.0","4.0","7.0","0.63","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/dZ4AAOSw8nBiFn4S/$_12.JPG?set_id=880000500F"
"778854197992","true","1.0","US","AIDUAQV02001","Portlandia Season 3",,"[778854197992]","[0778854197992]","B00C2U6I3Y",,"true","true","true","true","true","ID","B00C2U6I3Y","USPS","3.37","310.35","15","26.58","26.58","A3PA1HJABRKKDJ","Green Orbit","19.53","false","true","Data not available","false","https://www.amazon.com/dp/B00C2U6I3Y","MEDIUM","42.0","Dvd","38346","Dvd","38346","3","42.0","11.27","9.98","3.94","0.00","Listing price includes shipping","true","keywords","393221533830","USPS","3.37","0.0","0","22.48",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=393221533830","MEDIUM","63.0","63.0","14.09","2.02","1.04","0.00","Cross channel competition ; Listing identified using keywords","true","ID","24458327","USPS","3.37","50.46","2","25.63",,,"https://www.walmart.com/ip/24458327","MEDIUM","64.0","64.0","16.46","3.84","0.00","Cross channel competition","Video Service Corp",,,"7.5","5.4","0.7","0.17","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2013-07-09","[""Carrie Brownstein Fred Armisen""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_free","Data could not be retrieved","[""Various""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Multiple Formats"",""Color"",""NTSC""]","Comedy/Television","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Video Service Corp","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2013-07-09","Video Service Corp","{""value"":242.0,""unitType"":""minutes""}","Data could not be retrieved","Video Service Corp","2013-07-09","https://m.media-amazon.com/images/I/51gfVXvouxL._SL500_.jpg"
"786936802047","true","1.0","US","AIDJ3JAB2001","Lost: The Complete Sixth and Final Season [Blu-ray]",,"[786936802047]","[0786936802047]","B0036EH3X4",,"true","true","true","true","true","ID","B0036EH3X4","USPS","3.76","3970.39","220","23.11",,"ATVPDKIKX0DER","Amazon.com","23.11","true","true","Yes","true","https://www.amazon.com/dp/B0036EH3X4?th=1&psc=1","MEDIUM","60.0","Dvd","14602","Dvd","14602","11","60.0","13.81","3.47","3.94","0.00","Cross channel competition","true","keywords","374095754966","USPS","3.76","86.7","5","20.67",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=374095754966","MEDIUM","58.0","58.0","12.00","1.86","0.99","0.00","Listing identified using keywords","true","ID","13726826","USPS","3.76","794.0","44","23.11",,,"https://www.walmart.com/ip/13726826","MEDIUM","60.0","60.0","13.81","3.47","0.00","Cross channel competition","Buena Vista Home Video","7019818","color","7.5","5.4","0.7","0.30","5.3","0.6","6.7","0.30","OFFICIAL",,"7019818","2010-08-24","[""Jorge Garcia"",""Josh Holloway"",""Yunjin Kim"",""Evangeline Lilly"",""Terry O'Quinn"",""Naveen Andrews"",""Matthew Fox"",""Daniel Dae Kim"",""Emilie de Ravin"",""Michael Emerson""]","Data could not be retrieved","1.78:1","Unrated (Not Rated)","region_a","[{""name"":""Damon Lindelof"",""role"":""Writer""},{""name"":""J.J. Abrams"",""role"":""Writer""},{""name"":""Jeffrey Lieber"",""role"":""Writer""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Multiple Formats"",""AC-3"",""Blu-ray"",""Closed-captioned"",""Dolby"",""NTSC"",""Subtitled"",""Widescreen""]","Action/Drama","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","ABC STUDIOS","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""spanish"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","5","5","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2012-10-07","ABC STUDIOS","{""value"":802.0,""unitType"":""minutes""}","Data could not be retrieved","ABC STUDIOS","2010-08-24","https://m.media-amazon.com/images/I/51-X-NtkW0L._SL500_.jpg"
"786936866520","true","1.0","US","AIDJ93VOC001",,"Star Wars: Episode I - The Phantom Menace [DVD]","[786936866520]",,,,"false",,,"false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"true","ID","264716015",,,"0.0","0","44.31","Shazaar USA","44.31","https://www.walmart.com/ip/264716015","UNAVAILABLE","83.0","83.0","36.67","6.64","0.00",,"Disney",,,,,,,,,,,,,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i5.walmartimages.com/asr/16e77a21-ccbb-4c06-b815-dc8fe6842dd2.cfb4cc273e5bd234f13e9be24afd249f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"24543196181","true","1.0","US","Could not identify the product from a valid resource","Fantastic Four (DVD, 2005, Canadian Full Frame) Brand new sealed copy!","Fantastic Four (DVD, 2005, Canadian Full Frame) Brand new sealed copy!. Selling in as is stated condition, please view all pictures related to this posted cd for sale. Please ask any questions before purchasing, buyer pays $3.99 shipping in Canada. Shipping Canada post letter mail. Shipping in the USA $11.99 with postal service. Please check out all my other auctions for cds and dvds, combine shipping discount always included please ask for quote on multiple units the more in volume the cheaper to ship.","[24543196181;024543196181]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","225069000076",,,"0.0","0","2.49","stuff68sale","https://www.ebay.com/itm/Fantastic-Four-DVD-2005-Canadian-Full-Frame-Brand-new-sealed-copy-/225069000076","UNAVAILABLE","41.0","41.0","1.03","0.00","0.46","0.00",,"true","ID","268731659",,,"0.0","0","15.39",,,"https://www.walmart.com/ip/268731659","UNAVAILABLE","78.0","78.0","12.08","2.31","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/siwAAOSw1uJirP-0/$_12.JPG?set_id=880000500F"
"65935845461","true","1.0","US","Could not identify the product from a valid resource","Sacrifice (DVD, 2011, Canadian) NEW","  Sacrifice (DVD, 2011, Canadian)  Condition: Brand New Sealed.  Product Information A haunted undercover cop teams with an enigmatic priest to solve the mystery of a missing statue that was stolen from a church by violent criminals. John Hebron (Cuba Gooding, Jr.) was a cop who always got his man. But when his wife and daughter became the victims of a terrible crime, something deep inside of John shattered. Desperate to forgive himself for failing to save his family in their hour of need, John turns to Father Porter (Christian Slater) for salvation. Later, after John learns that a statue from Father Porter's church has been stolen by some local thugs, repentant criminal Mike (Devon Bostick) reveals a secret that will plunge the two men into a treacherous world of crime and punishment. Product Identifiers UPC 0065935845461 eBay Product ID (ePID) 111322726 Product Key Features Format DVD Genre Horror/Suspense, Horror Director Damien Lee, Damian Lee Additional Product Features Signal Standard Dvd Film Country CA Release Date 20110426 Display Format Canadian Leading Role Cuba Gooding Jr., Devon Bostick, Christian Slater, Lara Daans, Kim Coates Number of Discs 1 Edition Canadian","[65935845461;065935845461]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","193918420893",,,"34.56","3","13.67","barcimedia","https://www.ebay.com/itm/Sacrifice-DVD-2011-Canadian-NEW-/193918420893","UNAVAILABLE","87.0","87.0","11.88","0.00","0.78","0.00",,"true","ID","194255670",,,"0.0","0","14.52",,,"https://www.walmart.com/ip/194255670","UNAVAILABLE","78.0","78.0","11.34","2.17","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"24543783060","true","1.0","US","Could not identify the product from a valid resource","THE THREE STOOGES (DVD, 2012, Canadian) New / Factory Sealed / Free Shipping","New ~ Still in Factory Shrinkwrap! (Please note: this DVD is the Canadian edition [Region 1] with both English and French language options.) Free USPS Media Mail Shipping! Most Items Shipped Within One Business Day Of Purchase!","[24543783060;024543783060]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","363662027187",,,"0.0","0","12.83","lifeoftheking","https://www.ebay.com/itm/THREE-STOOGES-DVD-2012-Canadian-New-Factory-Sealed-Free-Shipping-/363662027187","UNAVAILABLE","86.0","86.0","11.07","0.00","0.76","0.00",,"true","ID","642442407",,,"0.0","0","12.51",,,"https://www.walmart.com/ip/642442407","UNAVAILABLE","77.0","77.0","9.64","1.88","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"191329125632","true","1.0","US","Could not identify the product from a valid resource","Black Christmas (2019) - Blu-ray + DVD + Digital","Black Christmas (2019) - Blu-ray + DVD + Digital","[191329125632]","[0191329125632]","B083XSHZ6B",,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","125046941533","USPS","3.37","0.0","0","8.53",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=125046941533","UNAVAILABLE","21.0","21.0","1.80","0.77","0.63","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.4","0.6","6.7","0.22","OFFICIAL",,"Data could not be retrieved","2020-03-17","[""Imogen Poots"",""Cary Elwes""]","Data could not be retrieved","2.39:1","Data could not be retrieved","region_a","[{""name"":""Jason Blum"",""role"":""Producer""},{""name"":""Ben Cosgrove"",""role"":""Producer""},{""name"":""Adam Hendricks"",""role"":""Producer""},{""name"":""Sophia Takal"",""role"":""Writer""},{""name"":""April Wolfe"",""role"":""Writer""}]","[""Sophia Takal""]","Data could not be retrieved","Blu-ray + DVD + Digital","Data could not be retrieved","[""NTSC"",""Subtitled"",""Digital_copy""]","Horror","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","{""value"":93,""unitType"":""minutes""}","Data could not be retrieved","Universal Pictures Home Entertainment","2019-12-13","https://m.media-amazon.com/images/I/51nPPfLqtFL.jpg"
